year,basin_index,class_id,count
1920,14,5,69
1920,15,0,2505
1920,15,4,2311
1920,15,5,194
1920,16,0,539
1920,16,1,3
1920,16,3,1
1920,16,4,385
1920,16,5,150
1920,17,0,7649
1920,17,1,42
1920,17,3,27
1920,17,4,6313
1920,17,5,1267
1920,18,0,2689
1920,18,1,5
1920,18,3,2
1920,18,4,1637
1920,18,5,1045
1921,0,0,12320
1921,0,1,218
1921,0,3,69
1921,0,4,8056
1921,0,5,3977
1921,1,0,5187
1921,1,1,37
1921,1,4,1857
1921,1,5,3293
1921,2,0,6663
1921,2,1,59
1921,2,3,7
1921,2,4,5524
1921,2,5,1073
1921,3,0,98
1921,3,1,4
1921,3,3,1
1921,3,4,76
1921,3,5,17
1921,4,0,5859
1921,4,1,54
1921,4,3,128
1921,4,4,3259
1921,4,5,2418
1921,5,0,2512
1921,5,1,173
1921,5,3,2
1921,5,4,1313
1921,5,5,1024
1921,6,0,3927
1921,6,1,122
1921,6,3,2
1921,6,4,1098
1921,6,5,2705
1921,7,0,4217
1921,7,1,24
1921,7,3,3
1921,7,4,2564
1921,7,5,1626
1921,8,0,1419
1921,8,1,24
1921,8,3,43
1921,8,4,1096
1921,8,5,256
1921,9,0,9669
1921,9,1,160
1921,9,3,10
1921,9,4,6931
1921,9,5,2568
1921,10,0,7395
1921,10,1,43
1921,10,3,15
1921,10,4,5163
1921,10,5,2174
1921,11,0,2807
1921,11,4,2095
1921,11,5,712
1921,12,0,5713
1921,12,1,19
1921,12,3,10
1921,12,4,4104
1921,12,5,1580
1921,13,0,8770
1921,13,1,6
1921,13,3,32
1921,13,4,7019
1921,13,5,1713
1921,14,0,1069
1921,14,3,1
1921,14,4,1007
1921,14,5,61
1921,15,0,2505
1921,15,4,2319
1921,15,5,186
1921,16,0,539
1921,16,1,3
1921,16,3,1
1921,16,4,385
1921,16,5,150
1921,17,0,7649
1921,17,1,42
1921,17,3,28
1921,17,4,6316
1921,17,5,1263
1921,18,0,2689
1921,18,1,5
1921,18,3,2
1921,18,4,1636
1921,18,5,1046
1922,0,0,12320
1922,0,1,218
1922,0,3,66
1922,0,4,8026
1922,0,5,4010
1922,1,0,5187
1922,1,1,37
1922,1,4,1852
1922,1,5,3298
1922,2,0,6663
1922,2,1,59
1922,2,3,8
1922,2,4,5538
1922,2,5,1058
1922,3,0,98
1922,3,1,4
1922,3,3,1
1922,3,4,76
1922,3,5,17
1922,4,0,5859
1922,4,1,54
1922,4,3,126
1922,4,4,3242
1922,4,5,2437
1922,5,0,2512
1922,5,1,173
1922,5,3,2
1922,5,4,1308
1922,5,5,1029
1922,6,0,3927
1922,6,1,122
1922,6,3,2
1922,6,4,1098
1922,6,5,2705
1922,7,0,4217
1922,7,1,24
1922,7,3,3
1922,7,4,2571
1922,7,5,1619
1922,8,0,1419
1922,8,1,24
1922,8,3,47
1922,8,4,1096
1922,8,5,252
1922,9,0,9669
1922,9,1,160
1922,9,3,10
1922,9,4,6925
1922,9,5,2574
1922,10,0,7395
1922,10,1,43
1922,10,3,15
1922,10,4,5171
1922,10,5,2166
1922,11,0,2807
1922,11,4,2085
1922,11,5,722
1922,12,0,5713
1922,12,1,19
1922,12,3,10
1922,12,4,4094
1922,12,5,1590
1922,13,0,8770
1922,13,1,6
1922,13,3,28
1922,13,4,7031
1922,13,5,1705
1922,14,0,1069
1922,14,3,1
1922,14,4,1000
1922,14,5,68
1922,15,0,2505
1922,15,4,2313
1922,15,5,192
1922,16,0,539
1922,16,1,3
1922,16,3,1
1922,16,4,385
1922,16,5,150
1922,17,0,7649
1922,17,1,42
1922,17,3,28
1922,17,4,6314
1922,17,5,1265
1922,18,0,2689
1922,18,1,5
1922,18,3,2
1922,18,4,1625
1922,18,5,1057
1923,0,0,12320
1923,0,1,218
1923,0,3,69
1923,0,4,8029
1923,0,5,4004
1923,1,0,5187
1923,1,1,37
1923,1,4,1845
1923,1,5,3305
1923,2,0,6663
1923,2,1,59
1923,2,3,7
1923,2,4,5523
1923,2,5,1074
1923,3,0,98
1923,3,1,4
1923,3,3,1
1923,3,4,76
1923,3,5,17
1923,4,0,5859
1923,4,1,54
1923,4,3,126
1923,4,4,3223
1923,4,5,2456
1923,5,0,2512
1923,5,1,173
1923,5,3,2
1923,5,4,1302
1923,5,5,1035
1923,6,0,3927
1923,6,1,122
1923,6,3,2
1923,6,4,1100
1923,6,5,2703
1923,7,0,4217
1923,7,1,24
1923,7,3,3
1923,7,4,2563
1923,7,5,1627
1923,8,0,1419
1923,8,1,24
1923,8,3,43
1923,8,4,1089
1923,8,5,263
1923,9,0,9669
1923,9,1,160
1923,9,3,10
1923,9,4,6917
1923,9,5,2582
1923,10,0,7395
1923,10,1,43
1923,10,3,15
1923,10,4,5161
1923,10,5,2176
1923,11,0,2807
1923,11,4,2098
1923,11,5,709
1923,12,0,5713
1923,12,1,19
1923,12,3,10
1923,12,4,4112
1923,12,5,1572
1923,13,0,8770
1923,13,1,6
1923,13,3,34
1923,13,4,7018
1923,13,5,1712
1923,14,0,1069
1923,14,3,1
1923,14,4,1006
1923,14,5,62
1923,15,0,2505
1923,15,4,2311
1923,15,5,194
1923,16,0,539
1923,16,1,3
1923,16,3,1
1923,16,4,389
1923,16,5,146
1923,17,0,7649
1923,17,1,42
1923,17,3,29
1923,17,4,6309
1923,17,5,1269
1923,18,0,2689
1923,18,1,5
1923,18,3,2
1923,18,4,1637
1923,18,5,1045
1924,0,0,12320
1924,0,1,218
1924,0,3,70
1924,0,4,8021
1924,0,5,4011
1924,1,0,5187
1924,1,1,37
1924,1,4,1838
1924,1,5,3312
1924,2,0,6663
1924,2,1,59
1924,2,3,8
1924,2,4,5533
1924,2,5,1063
1924,3,0,98
1924,3,1,4
1924,3,3,1
1924,3,4,76
1924,3,5,17
1924,4,0,5859
1924,4,1,54
1924,4,3,122
1924,4,4,3206
1924,4,5,2477
1924,5,0,2512
1924,5,1,173
1924,5,3,2
1924,5,4,1296
1924,5,5,1041
1924,6,0,3927
1924,6,1,122
1924,6,3,2
1924,6,4,1103
1924,6,5,2700
1924,7,0,4217
1924,7,1,24
1924,7,3,3
1924,7,4,2567
1924,7,5,1623
1924,8,0,1419
1924,8,1,24
1924,8,3,48
1924,8,4,1093
1924,8,5,254
1924,9,0,9669
1924,9,1,160
1924,9,3,10
1924,9,4,6890
1924,9,5,2609
1924,10,0,7395
1924,10,1,43
1924,10,3,15
1924,10,4,5176
1924,10,5,2161
1924,11,0,2807
1924,11,4,2088
1924,11,5,719
1924,12,0,5713
1924,12,1,19
1924,12,3,10
1924,12,4,4090
1924,12,5,1594
1924,13,0,8770
1924,13,1,6
1924,13,3,30
1924,13,4,7011
1924,13,5,1723
1924,14,0,1069
1924,14,3,1
1924,14,4,1003
1924,14,5,65
1924,15,0,2505
1924,15,4,2312
1924,15,5,193
1924,16,0,539
1924,16,1,3
1924,16,3,1
1924,16,4,386
1924,16,5,149
1924,17,0,7649
1924,17,1,42
1924,17,3,27
1924,17,4,6314
1924,17,5,1266
1924,18,0,2689
1924,18,1,5
1924,18,3,2
1924,18,4,1635
1924,18,5,1047
1925,0,0,12320
1925,0,1,218
1925,0,3,67
1925,0,4,8025
1925,0,5,4010
1925,1,0,5187
1925,1,1,37
1925,1,4,1845
1925,1,5,3305
1925,2,0,6663
1925,2,1,59
1925,2,3,7
1925,2,4,5526
1925,2,5,1071
1925,3,0,98
1925,3,1,4
1925,3,3,1
1925,3,4,76
1925,3,5,17
1925,4,0,5859
1925,4,1,54
1925,4,3,124
1925,4,4,3205
1925,4,5,2476
1925,5,0,2512
1925,5,1,173
1925,5,3,2
1925,5,4,1295
1925,5,5,1042
1925,6,0,3927
1925,6,1,122
1925,6,3,2
1925,6,4,1106
1925,6,5,2697
1925,7,0,4217
1925,7,1,24
1925,7,3,3
1925,7,4,2555
1925,7,5,1635
1925,8,0,1419
1925,8,1,24
1925,8,3,44
1925,8,4,1090
1925,8,5,261
1925,9,0,9669
1925,9,1,160
1925,9,3,10
1925,9,4,6900
1925,9,5,2599
1925,10,0,7395
1925,10,1,43
1925,10,3,15
1925,10,4,5169
1925,10,5,2168
1925,11,0,2807
1925,11,4,2100
1925,11,5,707
1925,12,0,5713
1925,12,1,19
1925,12,3,10
1925,12,4,4100
1925,12,5,1584
1925,13,0,8770
1925,13,1,6
1925,13,3,34
1925,13,4,7011
1925,13,5,1719
1925,14,0,1069
1925,14,3,1
1925,14,4,1010
1925,14,5,58
1925,15,0,2505
1925,15,4,2311
1925,15,5,194
1925,16,0,539
1925,16,1,3
1925,16,3,1
1925,16,4,383
1925,16,5,152
1925,17,0,7649
1925,17,1,42
1925,17,3,28
1925,17,4,6306
1925,17,5,1273
1925,18,0,2689
1925,18,1,5
1925,18,3,2
1925,18,4,1630
1925,18,5,1052
1926,0,0,12320
1926,0,1,218
1926,0,3,65
1926,0,4,8034
1926,0,5,4003
1926,1,0,5187
1926,1,1,37
1926,1,4,1813
1926,1,5,3337
1926,2,0,6663
1926,2,1,59
1926,2,3,8
1926,2,4,5540
1926,2,5,1056
1926,3,0,98
1926,3,1,4
1926,3,3,1
1926,3,4,77
1926,3,5,16
1926,4,0,5859
1926,4,1,54
1926,4,3,126
1926,4,4,3194
1926,4,5,2485
1926,5,0,2512
1926,5,1,173
1926,5,3,2
1926,5,4,1291
1926,5,5,1046
1926,6,0,3927
1926,6,1,122
1926,6,3,2
1926,6,4,1095
1926,6,5,2708
1926,7,0,4217
1926,7,1,24
1926,7,3,3
1926,7,4,2554
1926,7,5,1636
1926,8,0,1419
1926,8,1,24
1926,8,3,48
1926,8,4,1091
1926,8,5,256
1926,9,0,9669
1926,9,1,160
1926,9,3,10
1926,9,4,6894
1926,9,5,2605
1926,10,0,7395
1926,10,1,43
1926,10,3,15
1926,10,4,5175
1926,10,5,2162
1926,11,0,2807
1926,11,4,2089
1926,11,5,718
1926,12,0,5713
1926,12,1,19
1926,12,3,10
1926,12,4,4096
1926,12,5,1588
1926,13,0,8770
1926,13,1,6
1926,13,3,30
1926,13,4,7015
1926,13,5,1719
1926,14,0,1069
1926,14,3,1
1926,14,4,1002
1926,14,5,66
1926,15,0,2505
1926,15,4,2309
1926,15,5,196
1926,16,0,539
1926,16,1,3
1926,16,3,1
1926,16,4,383
1926,16,5,152
1926,17,0,7649
1926,17,1,42
1926,17,3,27
1926,17,4,6308
1926,17,5,1272
1926,18,0,2689
1926,18,1,5
1926,18,3,2
1926,18,4,1619
1926,18,5,1063
1927,0,0,12320
1927,0,1,218
1927,0,3,68
1927,0,4,8014
1927,0,5,4020
1927,1,0,5187
1927,1,1,37
1927,1,4,1826
1927,1,5,3324
1927,2,0,6663
1927,2,1,59
1927,2,3,7
1927,2,4,5527
1927,2,5,1070
1927,3,0,98
1927,3,1,4
1927,3,3,1
1927,3,4,76
1927,3,5,17
1927,4,0,5859
1927,4,1,54
1927,4,3,125
1927,4,4,3178
1927,4,5,2502
1927,5,0,2512
1927,5,1,173
1927,5,3,2
1927,5,4,1290
1927,5,5,1047
1927,6,0,3927
1927,6,1,122
1927,6,3,2
1927,6,4,1091
1927,6,5,2712
1927,7,0,4217
1927,7,1,24
1927,7,3,3
1927,7,4,2551
1927,7,5,1639
1927,8,0,1419
1927,8,1,24
1927,8,3,44
1927,8,4,1088
1927,8,5,263
1927,9,0,9669
1927,9,1,160
1927,9,3,10
1927,9,4,6897
1927,9,5,2602
1927,10,0,7395
1927,10,1,43
1927,10,3,15
1927,10,4,5163
1927,10,5,2174
1927,11,0,2807
1927,11,4,2094
1927,11,5,713
1927,12,0,5713
1927,12,1,19
1927,12,3,10
1927,12,4,4125
1927,12,5,1559
1927,13,0,8770
1927,13,1,6
1927,13,3,32
1927,13,4,7000
1927,13,5,1732
1927,14,0,1069
1927,14,3,1
1927,14,4,1009
1927,14,5,59
1927,15,0,2505
1927,15,4,2312
1927,15,5,193
1927,16,0,539
1927,16,1,3
1927,16,3,1
1927,16,4,383
1927,16,5,152
1927,17,0,7649
1927,17,1,42
1927,17,3,28
1927,17,4,6299
1927,17,5,1280
1927,18,0,2689
1927,18,1,5
1927,18,3,2
1927,18,4,1631
1927,18,5,1051
1928,0,0,12320
1928,0,1,218
1928,0,3,68
1928,0,4,8024
1928,0,5,4010
1928,1,0,5187
1928,1,1,37
1928,1,4,1810
1928,1,5,3340
1928,2,0,6663
1928,2,1,59
1928,2,3,8
1928,2,4,5538
1928,2,5,1058
1928,3,0,98
1928,3,1,4
1928,3,3,1
1928,3,4,76
1928,3,5,17
1928,4,0,5859
1928,4,1,54
1928,4,3,123
1928,4,4,3191
1928,4,5,2491
1928,5,0,2512
1928,5,1,173
1928,5,3,2
1928,5,4,1284
1928,5,5,1053
1928,6,0,3927
1928,6,1,122
1928,6,3,2
1928,6,4,1091
1928,6,5,2712
1928,7,0,4217
1928,7,1,24
1928,7,3,3
1928,7,4,2575
1928,7,5,1615
1928,8,0,1419
1928,8,1,24
1928,8,3,48
1928,8,4,1092
1928,8,5,255
1928,9,0,9669
1928,9,1,160
1928,9,3,10
1928,9,4,6878
1928,9,5,2621
1928,10,0,7395
1928,10,1,43
1928,10,3,15
1928,10,4,5174
1928,10,5,2163
1928,11,0,2807
1928,11,4,2085
1928,11,5,722
1928,12,0,5713
1928,12,1,19
1928,12,3,10
1928,12,4,4100
1928,12,5,1584
1928,13,0,8770
1928,13,1,6
1928,13,3,30
1928,13,4,7002
1928,13,5,1732
1928,14,0,1069
1928,14,3,1
1928,14,4,1002
1928,14,5,66
1928,15,0,2505
1928,15,4,2308
1928,15,5,197
1928,16,0,539
1928,16,1,3
1928,16,3,1
1928,16,4,383
1928,16,5,152
1928,17,0,7649
1928,17,1,42
1928,17,3,27
1928,17,4,6305
1928,17,5,1275
1928,18,0,2689
1928,18,1,5
1928,18,3,2
1928,18,4,1628
1928,18,5,1054
1929,0,0,12320
1929,0,1,218
1929,0,3,67
1929,0,4,8001
1929,0,5,4034
1929,1,0,5187
1929,1,1,37
1929,1,4,1839
1929,1,5,3311
1929,2,0,6663
1929,2,1,59
1929,2,3,7
1929,2,4,5532
1929,2,5,1065
1929,3,0,98
1929,3,1,4
1929,3,3,1
1929,3,4,76
1929,3,5,17
1929,4,0,5859
1929,4,1,54
1929,4,3,126
1929,4,4,3160
1929,4,5,2519
1929,5,0,2512
1929,5,1,173
1929,5,3,2
1929,5,4,1299
1929,5,5,1038
1929,6,0,3927
1929,6,1,122
1929,6,3,2
1929,6,4,1089
1929,6,5,2714
1929,7,0,4217
1929,7,1,24
1929,7,3,3
1929,7,4,2550
1929,7,5,1640
1929,8,0,1419
1929,8,1,24
1929,8,3,44
1929,8,4,1095
1929,8,5,256
1929,9,0,9669
1929,9,1,160
1929,9,3,10
1929,9,4,6889
1929,9,5,2610
1929,10,0,7395
1929,10,1,43
1929,10,3,15
1929,10,4,5170
1929,10,5,2167
1929,11,0,2807
1929,11,4,2094
1929,11,5,713
1929,12,0,5713
1929,12,1,19
1929,12,3,10
1929,12,4,4126
1929,12,5,1558
1929,13,0,8770
1929,13,1,6
1929,13,3,34
1929,13,4,7000
1929,13,5,1730
1929,14,0,1069
1929,14,3,1
1929,14,4,1010
1929,14,5,58
1929,15,0,2505
1929,15,4,2309
1929,15,5,196
1929,16,0,539
1929,16,1,3
1929,16,3,1
1929,16,4,383
1929,16,5,152
1929,17,0,7649
1929,17,1,42
1929,17,3,28
1929,17,4,6297
1929,17,5,1282
1929,18,0,2689
1929,18,1,5
1929,18,3,2
1929,18,4,1629
1929,18,5,1053
1930,0,0,12320
1930,0,1,218
1930,0,3,67
1930,0,4,8018
1930,0,5,4017
1930,1,0,5187
1930,1,1,37
1930,1,4,1811
1930,1,5,3339
1930,2,0,6663
1930,2,1,59
1930,2,3,8
1930,2,4,5544
1930,2,5,1052
1930,3,0,98
1930,3,1,4
1930,3,3,1
1930,3,4,76
1930,3,5,17
1930,4,0,5859
1930,4,1,54
